Date,Share Code,High,Low,Previous,Open,Close,Total Shares Traded,Last
6/29/2018,CAL,1.72,1.2,1.28,1.28,1.28,0,1.28
7/3/2018,CAL,1.72,1.2,1.28,1.28,1.3,15000,1.3
7/4/2018,CAL,1.72,1.2,1.3,1.3,1.3,754700,1.3
7/5/2018,CAL,1.72,1.2,1.3,1.3,1.3,1045000,1.3
7/6/2018,CAL,1.72,1.2,1.3,1.3,1.3,921000,1.3
7/9/2018,CAL,1.72,1.2,1.3,1.3,1.3,1700,1.3
7/10/2018,CAL,1.72,1.2,1.3,1.3,1.3,20400,1.3
7/11/2018,CAL,1.72,1.2,1.3,1.3,1.3,1720600,1.3
7/12/2018,CAL,1.72,1.2,1.3,1.3,1.3,19600,1.3
7/13/2018,CAL,1.72,1.2,1.3,1.3,1.3,1700,1.3
7/16/2018,CAL,1.72,1.2,1.3,1.3,1.3,2731500,1.3
7/17/2018,CAL,1.72,1.2,1.3,1.3,1.3,900,1.3
7/18/2018,CAL,1.72,1.2,1.3,1.3,1.29,21400,1.2
7/19/2018,CAL,1.72,1.2,1.29,1.29,1.29,36600,1.2
7/20/2018,CAL,1.72,1.2,1.29,1.29,1.28,2900,1.29
7/23/2018,CAL,1.72,1.2,1.28,1.28,1.29,89800,1.2
7/24/2018,CAL,1.72,1.2,1.29,1.29,1.29,1400,1.2
7/25/2018,CAL,1.72,1.2,1.29,1.29,1.27,2400,1.27
7/26/2018,CAL,1.72,1.2,1.27,1.27,1.26,12600,1.26
7/27/2018,CAL,1.72,1.2,1.26,1.26,1.26,14800,1.26
7/30/2018,CAL,1.72,1.2,1.26,1.26,1.27,1800,1.27
7/31/2018,CAL,1.72,1.2,1.27,1.27,1.27,3700,1.27
8/1/2018,CAL,1.72,1.2,1.27,1.27,1.27,0,1.27
8/2/2018,CAL,1.72,1.2,1.27,1.27,1.27,101900,1.26
8/3/2018,CAL,1.72,1.2,1.27,1.27,1.26,229800,1.27
8/6/2018,CAL,1.72,1.2,1.26,1.26,1.27,4400,1.27
8/7/2018,CAL,1.72,1.2,1.27,1.27,1.26,200,1.26
8/8/2018,CAL,1.72,1.2,1.26,1.26,1.26,370700,1.26
8/9/2018,CAL,1.72,1.2,1.26,1.26,1.25,9600,1.25
8/10/2018,CAL,1.72,1.2,1.25,1.25,1.23,28800,1.23
8/13/2018,CAL,1.72,1.2,1.23,1.23,1.23,3400,1.23
8/14/2018,CAL,1.72,1.2,1.23,1.23,1.23,1400,1.23
8/15/2018,CAL,1.72,1.2,1.23,1.23,1.23,1700,1.23
8/16/2018,CAL,1.72,1.2,1.23,1.23,1.23,1600,1.23
8/17/2018,CAL,1.72,1.2,1.23,1.23,1.27,100000,1.27
8/20/2018,CAL,1.72,1.2,1.27,1.27,1.27,10700,1.27
8/22/2018,CAL,1.72,1.2,1.27,1.27,1.27,154800,1.27
8/23/2018,CAL,1.72,1.2,1.27,1.27,1.27,200,1.27
8/24/2018,CAL,1.72,1.2,1.27,1.27,1.27,200,1.27
8/27/2018,CAL,1.72,1.2,1.27,1.27,1.27,0,1.27
8/28/2018,CAL,1.72,1.2,1.27,1.27,1.26,300,1.26
8/29/2018,CAL,1.72,1.2,1.26,1.26,1.25,2800,1.23
8/30/2018,CAL,1.72,1.2,1.25,1.25,1.22,100,1.22
8/31/2018,CAL,1.72,1.1,1.22,1.22,1.1,627000,1.1
9/3/2018,CAL,1.72,1.01,1.1,1.1,1.01,12300,1
9/4/2018,CAL,1.72,1.01,1.01,1.01,1.02,12800,1.1
9/5/2018,CAL,1.72,1.01,1.02,1.02,1.04,3300,1.17
9/6/2018,CAL,1.72,1.01,1.04,1.04,1.2,1192400,1.2
9/7/2018,CAL,1.72,1.01,1.2,1.2,1.3,100,1.3
9/10/2018,CAL,1.72,1.01,1.3,1.3,1.1,500,1.1
9/11/2018,CAL,1.72,1.01,1.1,1.1,1.19,5600,1.2
9/12/2018,CAL,1.72,1.01,1.19,1.19,1.18,2400,1.18
9/13/2018,CAL,1.72,1.01,1.18,1.18,1.18,100,1.18
9/14/2018,CAL,1.72,1.01,1.18,1.18,1.18,0,1.18
9/17/2018,CAL,1.72,1.01,1.18,1.18,1.18,200,1.18
9/18/2018,CAL,1.72,1.01,1.18,1.18,1.18,14400,1.18
9/19/2018,CAL,1.72,1.01,1.18,1.18,1.18,1500,1.18
9/20/2018,CAL,1.72,1.01,1.18,1.18,1.18,5300,1.18
9/24/2018,CAL,1.72,1.01,1.18,1.18,1.17,2300,1.17
9/25/2018,CAL,1.72,1.01,1.17,1.17,1.17,100,1.17
9/26/2018,CAL,1.72,1.01,1.17,1.17,1.17,0,1.17
9/27/2018,CAL,1.72,1.01,1.17,1.17,1.17,0,1.17
9/28/2018,CAL,1.72,1.01,1.17,1.17,1.17,1100,1.17
10/1/2018,CAL,1.72,1.01,1.17,1.17,1.18,500,1.18
10/2/2018,CAL,1.72,1.01,1.18,1.18,1.17,3600,1.17
10/3/2018,CAL,1.72,1.01,1.17,1.17,1.17,0,1.17
10/4/2018,CAL,1.72,1.01,1.17,1.17,1.17,800,1.17
10/5/2018,CAL,1.72,1.01,1.17,1.17,1.17,300,1.17
10/8/2018,CAL,1.72,1.01,1.17,1.17,1.17,4000,1.17
10/9/2018,CAL,1.72,1.01,1.17,1.17,1.16,300,1.16
10/10/2018,CAL,1.72,1.01,1.16,1.16,1.16,210000,1.16
10/11/2018,CAL,1.72,1.01,1.16,1.16,1.16,2400,1.16
10/12/2018,CAL,1.72,1.01,1.16,1.16,1.16,0,1.16
10/15/2018,CAL,1.72,1.01,1.16,1.16,1.14,800,1.14
10/16/2018,CAL,1.72,1.01,1.14,1.14,1.14,0,1.14
10/17/2018,CAL,1.72,1.01,1.14,1.14,1.14,0,1.14
10/18/2018,CAL,1.72,1.01,1.14,1.14,1.13,700,1.13
10/19/2018,CAL,1.72,1.01,1.13,1.13,1.11,1200,1.1
10/22/2018,CAL,1.72,1.01,1.11,1.11,1.11,0,1.1
10/23/2018,CAL,1.72,1.01,1.11,1.11,1.08,24000,1.05
10/24/2018,CAL,1.72,1.01,1.08,1.08,1.04,275900,1.03
10/24/2018,CAL,1.72,1.01,1.04,1.04,1.04,100,1.04
10/26/2018,CAL,1.72,1.01,1.04,1.04,1.04,200,1.04
10/29/2018,CAL,1.72,1.01,1.04,1.04,1.03,15100,1.02
10/30/2018,CAL,1.72,1.01,1.03,1.03,1.03,0,1.02
10/31/2018,CAL,1.72,1.01,1.03,1.03,1.04,154900,1.05
11/1/2018,CAL,1.72,1.01,1.04,1.04,1.04,0,1.05
11/2/2018,CAL,1.72,1.01,1.04,1.04,1.04,0,1.05
11/5/2018,CAL,1.72,1.01,1.04,1.04,1.04,0,1.05
11/6/2018,CAL,1.72,1.01,1.04,1.04,1.04,0,1.05
11/7/2018,CAL,1.72,1.01,1.04,1.04,1.03,1300,1.03
11/8/2018,CAL,1.72,1.01,1.03,1.03,1.02,1200,1.02
11/9/2018,CAL,1.72,1.01,1.02,1.02,1.02,16000,1.02
11/12/2018,CAL,1.72,1,1.02,1.02,1,3000,1
11/13/2018,CAL,1.72,1,1,1,1,13600,0.98
11/14/2018,CAL,1.72,0.99,1,1,0.99,1300,0.99
11/15/2018,CAL,1.72,0.99,0.99,0.99,1,1500,1
11/16/2018,CAL,1.72,0.99,1,1,1,700,1
11/19/2018,CAL,1.72,0.98,1,1,0.98,"3,200",0.98
11/20/2018,CAL,1.72,0.98,0.98,0.98,0.98,"1,200",0.98
11/21/2018,CAL,1.72,0.98,0.98,0.98,0.98,"1,800",0.98
11/22/2018,CAL,1.72,0.97,0.98,0.98,0.97,200,0.98
11/23/2018,CAL,1.72,0.96,0.97,0.97,0.96,"248,200",0.96
11/26/2018,CAL,1.72,0.96,0.96,0.96,0.96,0,0.96
11/27/2018,CAL,1.72,0.96,0.96,0.96,0.96,0,0.96
11/28/2018,CAL,1.72,0.95,0.96,0.96,0.95,"9,900",0.95
11/29/2018,CAL,1.72,0.95,0.95,0.95,0.96,"1,301,400",0.96
11/30/2018,CAL,1.72,0.95,0.96,0.96,0.96,"13,000",0.96
12/3/2018,CAL,1.72,0.95,0.96,0.96,0.96,0,0.96
12/4/2018,CAL,1.72,0.95,0.96,0.96,0.96,"2,797,000",0.95
12/5/2018,CAL,1.72,0.95,0.96,0.96,0.95,"6,100",0.95
12/6/2018,CAL,1.72,0.95,0.95,0.95,0.98,"801,300",0.95
12/10/2018,CAL,1.72,0.95,0.98,0.98,0.95,"9,000",0.95
12/11/2018,CAL,1.72,0.95,0.95,0.95,0.95,"15,600",0.95
12/12/2018,CAL,1.72,0.95,0.95,0.95,0.95,"2,200",0.95
12/13/2018,CAL,1.72,0.94,0.95,0.95,0.94,"646,900",0.94
12/14/2018,CAL,1.72,0.94,0.94,0.94,0.94,"8,800",0.94
12/17/2018,CAL,1.72,0.94,0.94,0.94,0.94,0,0.94
12/18/2018,CAL,1.72,0.94,0.94,0.94,0.94,200,0.94
12/19/2018,CAL,1.72,0.94,0.94,0.94,0.95,"271,000",0.95
12/20/2018,CAL,1.72,0.94,0.95,0.95,0.96,"1,200",0.96
12/21/2018,CAL,1.72,0.94,0.96,0.96,0.96,"1,000",0.96
12/24/2018,CAL,1.72,0.94,0.96,0.96,0.96,0,0.96
12/27/2018,CAL,1.72,0.94,0.96,0.96,0.96,400,0.96
12/28/2018,CAL,1.72,0.94,0.96,0.96,0.96,"1,600",0.96
12/31/2018,CAL,1.72,0.94,0.96,0.96,0.98,"1,000",0.98
1/2/2019,CAL,0.98,0.98,0.98,0.98,0.98,"1,400",0.98
1/3/2019,CAL,0.99,0.98,0.98,0.98,0.99,"2,300",0.99
1/4/2019,CAL,0.99,0.98,0.99,0.99,0.99,"134,400",0.99
1/8/2019,CAL,0.99,0.98,0.99,0.99,0.99,"134,400",0.99
1/9/2019,CAL,1,0.98,0.99,0.99,1,"8,300",1
1/10/2019,CAL,1,0.98,1,1,1,"8,500",1
1/11/2019,CAL,1,0.98,1,1,1,"1,400",1
1/14/2019,CAL,1,0.98,1,1,0.99,"4,000",1
1/15/2019,CAL,1.02,0.98,0.99,0.99,1.02,200,1.03
1/16/2019,CAL,1.02,0.98,1.02,1.02,0.99,"1,214,500",0.99
1/17/2019,CAL,1.02,0.98,0.99,0.99,0.99,"4,700",0.99
1/18/2019,CAL,1.02,0.98,0.99,0.99,0.99,"32,200",0.99
1/21/2019,CAL,1.02,0.98,0.99,0.99,0.99,0,0.99
1/22/2019,CAL,1.02,0.85,0.99,0.99,0.85,"11,600",0.85
1/23/2019,CAL,1.02,0.85,0.85,0.85,0.87,"26,700",0.9
1/24/2019,CAL,1.02,0.85,0.87,0.87,0.87,"1,300",0.87
1/25/2019,CAL,1.02,0.85,0.87,0.87,0.87,"76,800",0.87
1/28/2019,CAL,1.02,0.85,0.87,0.87,0.9,"47,600",0.9
1/29/2019,CAL,1.02,0.85,0.9,0.9,0.9,"1,000",0.9
1/30/2019,CAL,1.02,0.85,0.9,0.9,0.9,"1,400",0.9
1/31/2019,CAL,1.02,0.85,0.9,0.9,0.9,500,0.9
2/1/2019,CAL,1.02,0.85,0.9,0.9,0.9,700,0.9
2/4/2019,CAL,1.02,0.85,0.9,0.9,0.89,"1,800",0.89
2/5/2019,CAL,1.02,0.85,0.89,0.89,0.89,"2,700",0.89
2/6/2019,CAL,1.02,0.85,0.89,0.89,0.89,600,0.89
2/7/2019,CAL,1.02,0.85,0.89,0.89,0.89,"6,900",0.89
2/8/2019,CAL,1.02,0.85,0.89,0.89,0.89,900,0.89
2/11/2019,CAL,1.02,0.85,0.89,0.89,0.89,"200,900",0.89
2/12/2019,CAL,1.02,0.85,0.89,0.89,0.88,"2,300",0.88
2/13/2019,CAL,1.02,0.85,0.88,0.88,0.88,0,0.88
2/14/2019,CAL,1.02,0.85,0.88,0.88,0.88,600,0.89
2/15/2019,CAL,1.02,0.85,0.88,0.88,0.91,"2,000",0.91
2/18/2019,CAL,1.02,0.85,0.91,0.91,0.91,"2,600",0.9
2/19/2019,CAL,1.02,0.85,0.91,0.91,0.86,"123,800",0.85
2/20/2019,CAL,1.02,0.85,0.86,0.86,0.9,"3,700",0.9
2/21/2019,CAL,1.02,0.85,0.9,0.9,0.9,0,0.9
2/22/2019,CAL,1.02,0.85,0.9,0.9,0.93,600,0.93
2/25/2019,CAL,1.02,0.85,0.93,0.93,0.93,"1,700",0.93
2/26/2019,CAL,1.02,0.85,0.93,0.93,0.95,"1,000",0.95
2/27/2019,CAL,1.02,0.85,0.95,0.95,0.95,"7,400",0.95
2/28/2019,CAL,1.02,0.85,0.95,0.95,0.98,"49,400",1.02
3/1/2019,CAL,1.03,0.85,0.98,0.98,1.03,"9,600",1.03
3/4/2019,CAL,1.03,0.85,1.03,1.03,1.03,"5,400",1.03
3/5/2019,CAL,1.03,0.85,1.03,1.03,0.98,"51,600",0.98
3/7/2019,CAL,1.03,0.85,0.98,0.98,1,"3,800",0.98
3/8/2019,CAL,1.03,0.85,1,1,1,200,1
3/11/2019,CAL,1.03,0.85,1,1,1.03,200,1.03
3/12/2019,CAL,1.03,0.85,1.03,1.03,1.03,0,1.03
3/13/2019,CAL,1.03,0.85,1.03,1.03,1.03,"3,700",1.03
3/14/2019,CAL,1.03,0.85,1.03,1.03,1.03,"1,300",1.03
3/15/2019,CAL,1.03,0.85,1.03,1.03,1.03,"2,000",1.03
3/18/2019,CAL,1.03,0.85,1.03,1.03,1.03,0,1.03
3/19/2019,CAL,1.03,0.85,1.03,1.03,1.02,"25,800",1.02
3/20/2019,CAL,1.03,0.85,1.02,1.02,1.02,0,1.02
3/21/2019,CAL,1.04,0.85,1.02,1.02,1.04,"11,000",1.05
3/22/2019,CAL,1.04,0.85,1.04,1.04,1.04,"7,500",1.05
3/25/2019,CAL,1.04,0.85,1.04,1.04,1.04,"82,700",1.05
3/26/2019,CAL,1.08,0.85,1.04,1.04,1.08,"2,200",1.05
3/27/2019,CAL,1.08,0.85,1.08,1.08,0.96,"10,800",0.93
3/28/2019,CAL,1.08,0.85,0.96,0.96,0.95,"31,100",0.95
3/29/2019,CAL,1.08,0.85,0.95,0.95,1.05,"8,300",1.04
4/1/2019,CAL,1.08,0.85,1.05,1.05,1.05,0,1.04
4/2/2019,CAL,1.08,0.85,1.05,1.05,1.05,0,1.04
4/3/2019,CAL,1.08,0.85,1.05,1.05,1.05,0,1.04
4/4/2019,CAL,1.08,0.85,1.05,1.05,1.05,0,1.04
4/5/2019,CAL,1.08,0.85,1.05,1.05,1.05,0,1.04
4/8/2019,CAL,1.08,0.85,1.05,1.05,1.05,0,1.04
4/9/2019,CAL,1.08,0.85,1.05,1.05,1.04,100,1.04
4/10/2019,CAL,1.08,0.85,1.04,1.04,1.04,0,1.04
4/11/2019,CAL,1.08,0.85,1.04,1.04,1.03,"1,800",1.03
4/12/2019,CAL,1.08,0.85,1.03,1.03,1.03,0,1.03
4/15/2019,CAL,1.08,0.85,1.03,1.03,1.02,300,1
4/16/2019,CAL,1.08,0.85,1.02,1.02,0.97,"2,700",0.97
4/17/2019,CAL,1.08,0.85,0.97,0.97,0.97,"25,500",0.96
4/18/2019,CAL,1.08,0.85,0.97,0.97,0.97,0,0.96
4/23/2019,CAL,1.08,0.85,0.97,0.97,0.97,0,0.96
4/24/2019,CAL,1.08,0.85,0.97,0.97,0.97,"2,000",0.97
4/25/2019,CAL,1.08,0.85,0.97,0.97,0.97,200,0.97
4/26/2019,CAL,1.08,0.85,0.97,0.97,0.97,100,0.97
4/29/2019,CAL,1.08,0.85,0.97,0.97,0.97,0,0.97
4/30/2019,CAL,1.08,0.85,0.97,0.97,0.9,"2,000",0.9
5/2/2019,CAL,1.08,0.85,0.9,0.9,0.88,"2,000",0.89
5/3/2019,CAL,1.08,0.85,0.88,0.88,0.88,"13,300",0.88
5/6/2019,CAL,1.08,0.85,0.88,0.88,0.88,"20,000",0.88
5/7/2019,CAL,1.08,0.85,0.88,0.88,0.88,"1,100",0.88
5/8/2019,CAL,1.08,0.85,0.88,0.88,0.88,"2,300",0.88
5/9/2019,CAL,1.08,0.85,0.88,0.88,0.87,"9,100",0.86
5/10/2019,CAL,1.08,0.85,0.87,0.87,0.86,"1,200",0.87
5/13/2019,CAL,1.08,0.85,0.86,0.86,0.86,"1,100",0.86
5/14/2019,CAL,1.08,0.85,0.86,0.86,0.85,"3,300",0.84
5/15/2019,CAL,1.08,0.83,0.85,0.85,0.83,"73,900",0.83
5/16/2019,CAL,1.08,0.82,0.83,0.83,0.82,"47,500",0.82
5/17/2019,CAL,1.08,0.82,0.82,0.82,0.82,"1,000",0.82
5/20/2019,CAL,1.08,0.82,0.82,0.82,0.82,0,0.82
5/21/2019,CAL,1.08,0.82,0.82,0.82,0.82,"19,100",0.8
5/22/2019,CAL,1.08,0.82,0.82,0.82,0.82,0,0.8
5/23/2019,CAL,1.08,0.8,0.82,0.82,0.8,"6,000",0.8
5/24/2019,CAL,1.08,0.8,0.8,0.8,0.8,0,0.8
5/27/2019,CAL,1.08,0.8,0.8,0.8,0.8,"47,100",0.8
5/28/2019,CAL,1.08,0.8,0.8,0.8,0.85,"1,000",0.85
5/29/2019,CAL,1.08,0.8,0.85,0.85,0.85,"3,000",0.85
5/30/2019,CAL,1.08,0.8,0.85,0.85,0.8,"16,400",0.8
5/31/2019,CAL,1.08,0.8,0.8,0.8,0.8,600,0.8
6/3/2019,CAL,1.08,0.8,0.8,0.8,0.8,"1,100",0.8
6/4/2019,CAL,1.08,0.8,0.8,0.8,0.8,"3,000",0.8
6/6/2019,CAL,1.08,0.8,0.8,0.8,0.8,"329,700",0.8
6/7/2019,CAL,1.08,0.8,0.8,0.8,0.8,0,0.8
6/10/2019,CAL,1.08,0.8,0.8,0.8,0.8,"2,000",0.8
6/11/2019,CAL,1.08,0.8,0.8,0.8,0.82,"2,800",0.82
6/12/2019,CAL,1.08,0.8,0.82,0.82,0.82,0,0.82
6/13/2019,CAL,1.08,0.8,0.82,0.82,0.8,"43,000",0.82
6/14/2019,CAL,1.08,0.8,0.8,0.8,0.8,0,0.82
6/17/2019,CAL,1.08,0.8,0.8,0.8,0.8,0,0.82
6/18/2019,CAL,1.08,0.8,0.8,0.8,0.85,"10,000",0.85
6/19/2019,CAL,1.08,0.8,0.85,0.85,0.85,"1,200",0.86
6/20/2019,CAL,1.08,0.8,0.85,0.85,0.9,"5,000",0.9
6/21/2019,CAL,1.08,0.8,0.9,0.9,0.93,"8,000",0.94
6/24/2019,CAL,1.08,0.8,0.93,0.93,0.95,"8,500",0.95
6/25/2019,CAL,1.08,0.8,0.95,0.95,1,"18,600",1
6/26/2019,CAL,1.08,0.8,1,1,1.01,"22,800",1.05
6/27/2019,CAL,1.08,0.8,1.01,1.01,1,"101,400",1.05
6/28/2019,CAL,1.08,0.8,1,1,1.04,"30,300",1
7/1/2019,CAL,1.08,0.8,1.04,1.04,1.04,0,1
7/2/2019,CAL,1.08,0.8,1.04,1.04,1.05,"1,100",1.05
7/3/2019,CAL,1.08,0.8,1.05,1.05,1,"3,000",1
7/4/2019,CAL,1.08,0.8,1,1,1,0,1
7/5/2019,CAL,1.08,0.8,1,1,1,"13,000",1
7/8/2019,CAL,1.08,0.8,1,1,1,800,1
7/9/2019,CAL,1.08,0.8,1,1,1,0,1
7/10/2019,CAL,1.08,0.8,1,1,1,200,1
7/11/2019,CAL,1.08,0.8,1,1,0.95,"2,800",0.95
7/12/2019,CAL,1.08,0.8,0.95,0.95,0.95,100,0.95
7/15/2019,CAL,1.08,0.8,0.95,0.95,0.9,"7,000",0.9
7/16/2019,CAL,1.08,0.8,0.9,0.9,0.98,"14,700",0.98
7/17/2019,CAL,1.08,0.8,0.98,0.98,0.98,0,0.98
7/18/2019,CAL,1.08,0.8,0.98,0.98,0.98,0,0.98
7/19/2019,CAL,1.08,0.8,0.98,0.98,0.98,"6,300",0.98
7/22/2019,CAL,1.08,0.8,0.98,0.98,0.98,0,0.98
7/23/2019,CAL,1.08,0.8,0.98,0.98,0.98,0,0.98
7/24/2019,CAL,1.08,0.8,0.98,0.98,0.98,0,0.98
7/25/2019,CAL,1.08,0.8,0.98,0.98,0.98,200,0.98
7/26/2019,CAL,1.08,0.8,0.98,0.98,0.98,"3,600",0.98
7/29/2019,CAL,1.08,0.8,0.98,0.98,0.98,0,0.98
7/30/2019,CAL,1.08,0.8,0.98,0.98,0.99,"7,300",0.98
7/31/2019,CAL,1.08,0.8,0.99,0.99,0.99,400,0.99
8/1/2019,CAL,1.08,0.8,0.99,0.99,0.98,"42,000",0.99
8/2/2019,CAL,1.08,0.8,0.98,0.98,0.98,0,0.99
8/6/2019,CAL,1.08,0.8,0.98,0.98,0.98,0,0.99
8/7/2019,CAL,1.08,0.8,0.98,0.98,0.97,"1,000",0.97
8/8/2019,CAL,1.08,0.8,0.97,0.97,0.98,"26,500",0.99
8/9/2019,CAL,1.08,0.8,0.98,0.98,0.99,"3,500",0.99
8/13/2019,CAL,1.08,0.8,0.99,0.99,1,"3,700",0.99
8/14/2019,CAL,1.08,0.8,1,1,1,"101,300",0.99
8/15/2019,CAL,1.08,0.8,1,1,1,400,1
8/16/2019,CAL,1.08,0.8,1,1,1,0,1
8/19/2019,CAL,1.08,0.8,1,1,0.99,300,0.99
8/20/2019,CAL,1.08,0.8,0.99,0.99,0.99,0,0.99
8/21/2019,CAL,1.08,0.8,0.99,0.99,0.99,0,0.99
8/22/2019,CAL,1.08,0.8,0.99,0.99,0.99,"1,000",0.99
8/23/2019,CAL,1.08,0.8,0.99,0.99,0.99,0,0.99
8/26/2019,CAL,1.08,0.8,0.99,0.99,0.99,0,0.99
8/26/2019,CAL,1.08,0.8,0.99,0.99,0.99,0,0.99
8/27/2019,CAL,1.08,0.8,0.99,0.99,0.99,100,0.99
8/28/2019,CAL,1.08,0.8,0.99,0.99,0.99,"2,600",0.99
8/29/2019,CAL,1.08,0.8,0.99,0.99,0.99,0,0.99
8/30/2019,CAL,1.08,0.8,0.99,0.99,0.99,0,0.99
9/2/2019,CAL,1.08,0.8,0.99,0.99,0.99,"1,100",0.99
9/3/2019,CAL,1.08,0.8,0.99,0.99,0.99,"3,100",0.99
9/4/2019,CAL,1.08,0.8,0.99,0.99,0.99,0,0.99
9/5/2019,CAL,1.08,0.8,0.99,0.99,0.9,100,0.9
9/6/2019,CAL,1.08,0.8,0.9,0.9,0.9,0,0.9
9/9/2019,CAL,1.08,0.8,0.9,0.9,0.9,"1,700",0.9
9/10/2019,CAL,1.08,0.8,0.9,0.9,0.9,"2,500",0.9
9/11/2019,CAL,1.08,0.8,0.9,0.9,0.9,"19,100",0.89
9/12/2019,CAL,1.08,0.8,0.9,0.9,0.89,"4,200",0.89
9/13/2019,CAL,1.08,0.8,0.89,0.89,0.85,"5,700",0.85
9/16/2019,CAL,1.08,0.8,0.85,0.85,0.85,0,0.85
9/17/2019,CAL,1.08,0.8,0.85,0.85,0.84,100,0.84
9/18/2019,CAL,1.08,0.8,0.84,0.84,0.84,0,0.84
9/19/2019,CAL,1.08,0.8,0.84,0.84,0.84,0,0.84
9/20/2019,CAL,1.08,0.8,0.84,0.84,0.84,0,0.84
9/24/2019,CAL,1.08,0.8,0.84,0.84,0.82,"21,800",0.8
9/25/2019,CAL,1.08,0.8,0.82,0.82,0.82,"10,500",0.79
9/26/2019,CAL,1.08,0.8,0.82,0.82,0.84,"33,000",0.86
9/27/2019,CAL,1.08,0.8,0.84,0.84,0.91,"60,000",0.92
9/30/2019,CAL,1.08,0.8,0.91,0.91,0.89,"9,300",0.89
10/1/2019,CAL,1.08,0.8,0.89,0.89,0.88,400,0.88
10/2/2019,CAL,1.08,0.8,0.88,0.88,0.88,200,0.88
10/3/2019,CAL,1.08,0.8,0.88,0.88,0.88,0,0.88
10/4/2019,CAL,1.08,0.8,0.88,0.88,0.88,100,0.88
10/7/2019,CAL,1.08,0.8,0.88,0.88,0.88,0,0.88
10/8/2019,CAL,1.08,0.8,0.88,0.88,0.84,"2,900",0.84
10/9/2019,CAL,1.08,0.8,0.84,0.84,0.84,400,0.84
10/10/2019,CAL,1.08,0.8,0.84,0.84,0.82,"12,800",0.82
10/11/2019,CAL,1.08,0.8,0.82,0.82,0.82,0,0.82
10/14/2019,CAL,1.08,0.8,0.82,0.82,0.82,100,0.82
10/15/2019,CAL,1.08,0.8,0.82,0.82,0.8,100,0.8
10/16/2019,CAL,1.08,0.79,0.8,0.8,0.79,"3,200",0.79
10/17/2019,CAL,1.08,0.78,0.79,0.79,0.78,500,0.78
10/18/2019,CAL,1.08,0.75,0.78,0.78,0.75,"3,500",0.75
10/21/2019,CAL,1.08,0.74,0.75,0.75,0.74,"3,100",0.73
10/22/2019,CAL,1.08,0.74,0.74,0.74,0.74,0,0.73
10/23/2019,CAL,1.08,0.7,0.74,0.74,0.7,"6,000,400",0.7
10/24/2019,CAL,1.08,0.7,0.7,0.7,0.7,0,0.7
10/25/2019,CAL,1.08,0.7,0.7,0.7,0.7,0,0.7
10/28/2019,CAL,1.08,0.7,0.7,0.7,0.7,"3,200",0.7
10/29/2019,CAL,1.08,0.64,0.7,0.7,0.64,"6,653,700",0.6
10/30/2019,CAL,1.08,0.64,0.64,0.64,0.7,"1,000",0.7
10/31/2019,CAL,1.08,0.64,0.7,0.7,0.8,"7,400",0.8
11/1/2019,CAL,1.08,0.64,0.8,0.8,0.8,"1,200",0.8
11/4/2019,CAL,1.08,0.64,0.8,0.8,0.8,900,0.8
11/5/2019,CAL,1.08,0.64,0.8,0.8,0.8,300,0.8
11/6/2019,CAL,1.08,0.64,0.8,0.8,0.7,"7,800",0.7
11/7/2019,CAL,1.08,0.64,0.7,0.7,0.7,"5,000",0.7
11/8/2019,CAL,1.08,0.64,0.7,0.7,0.8,"165,500",0.8
11/11/2019,CAL,1.08,0.64,0.8,0.8,0.82,"2,000",0.82
11/12/2019,CAL,1.08,0.64,0.82,0.82,0.82,"300,800",0.82
11/13/2019,CAL,1.08,0.64,0.82,0.82,0.82,0,0.82
11/14/2019,CAL,1.08,0.64,0.82,0.82,0.82,"3,000",0.8
11/15/2019,CAL,1.08,0.64,0.82,0.82,0.82,"500,000",0.8
11/18/2019,CAL,1.08,0.64,0.82,0.82,0.8,"10,000",0.82
11/19/2019,CAL,1.08,0.64,0.8,0.8,0.8,0,0.82
11/20/2019,CAL,1.08,0.64,0.8,0.8,0.8,"1,000",0.8
11/21/2019,CAL,1.08,0.64,0.8,0.8,0.8,0,0.8
11/22/2019,CAL,1.08,0.64,0.8,0.8,0.81,"10,700",0.8
11/25/2019,CAL,1.08,0.64,0.8,0.8,0.81,"10,700",0.8
11/26/2019,CAL,1.08,0.64,0.81,0.81,0.82,"292,600",0.81
11/27/2019,CAL,1.08,0.64,0.82,0.82,0.81,"449,800",0.81
11/28/2019,CAL,1.08,0.64,0.81,0.81,0.81,0,0.81
11/29/2019,CAL,1.08,0.64,0.81,0.81,0.81,0,0.81
12/2/2019,CAL,1.08,0.64,0.81,0.81,0.81,0,0.81
12/3/2019,CAL,1.08,0.64,0.81,0.81,0.81,0,0.81
12/4/2019,CAL,1.08,0.64,0.81,0.81,0.81,0,0.81
12/5/2019,CAL,1.08,0.64,0.81,0.81,0.81,300,0.81
12/9/2019,CAL,1.08,0.64,0.81,0.81,0.81,"16,000",0.81
12/10/2019,CAL,1.08,0.64,0.81,0.81,0.81,"20,400",0.81
12/11/2019,CAL,1.08,0.64,0.81,0.81,0.82,"27,800",0.83
12/12/2019,CAL,1.08,0.64,0.82,0.82,0.81,"1,690,100",0.81
12/13/2019,CAL,1.08,0.64,0.81,0.81,0.81,0,0.81
12/16/2019,CAL,1.08,0.64,0.81,0.81,0.81,500,0.81
12/17/2019,CAL,1.08,0.64,0.81,0.81,0.81,"5,000",0.81
