"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Total Shares Traded","Last Transaction Price (GHS)"
"2018-12-21","FML","17.8","7.99","8","8","8","27,200","8"
"2018-12-24","FML","17.8","7.99","8","8","8","0","8"
"2018-12-27","FML","17.8","7.99","8","8","8","79,300","8"
"2018-12-28","FML","17.8","7.99","8","8","8","0","8"
"2018-12-31","FML","17.8","7.99","8","8","8","0","8"
"2019-01-02","FML","8","8","8","8","8","0","8"
"2019-01-03","FML","8","8","8","8","8","0","8"
"2019-01-04","FML","8","8","8","8","8","0","8"
"2019-01-08","FML","8","8","8","8","8","0","8"
"2019-01-09","FML","8.01","8","8","8","8.01","10,400","8.01"
"2019-01-10","FML","8.01","8","8.01","8.01","8.01","600","8.01"
"2019-01-11","FML","8.01","8","8.01","8.01","8","16,900","8"
"2019-01-14","FML","8.01","8","8","8","8","300","8"
"2019-01-15","FML","8.01","8","8","8","8","25,100","8"
"2019-01-16","FML","8.01","8","8","8","8","0","8"
"2019-01-17","FML","8.01","8","8","8","8","0","8"
"2019-01-18","FML","8.01","8","8","8","8","4,600","8"
"2019-01-21","FML","8.01","8","8","8","8","100","8"
"2019-01-22","FML","8.01","8","8","8","8","200","8"
"2019-01-23","FML","8.01","8","8","8","8","5,900","8"
"2019-01-24","FML","8.01","8","8","8","8","0","8"
"2019-01-25","FML","8.01","8","8","8","8","3,800","8"
"2019-01-28","FML","8.01","8","8","8","8","0","8"
"2019-01-29","FML","8.01","8","8","8","8","0","8"
"2019-01-30","FML","8.01","8","8","8","8","4,100","7.99"
"2019-01-31","FML","8.01","8","8","8","8","29,900","8"
"2019-02-01","FML","8.01","8","8","8","8","0","8"
"2019-02-04","FML","8.01","8","8","8","8","0","8"
"2019-02-05","FML","8.01","8","8","8","8","0","8"
"2019-02-06","FML","8.01","8","8","8","8","2,100","8"
"2019-02-07","FML","8.01","8","8","8","8","1,100","8"
"2019-02-08","FML","8.01","8","8","8","8","0","8"
"2019-02-11","FML","8.01","8","8","8","8","100","8"
"2019-02-12","FML","8.01","8","8","8","8","100","8"
"2019-02-13","FML","8.01","8","8","8","8","0","8"
"2019-02-14","FML","8.01","8","8","8","8","0","8"
"2019-02-15","FML","8.01","8","8","8","8","0","8"
"2019-02-18","FML","8.01","8","8","8","8","0","8"
"2019-02-19","FML","8.01","8","8","8","8","0","8"
"2019-02-20","FML","8.01","8","8","8","8","0","8"
"2019-02-21","FML","8.01","8","8","8","8","1,500","8"
"2019-02-22","FML","8.01","8","8","8","8","0","8"
"2019-02-25","FML","8.01","8","8","8","8","0","8"
"2019-02-26","FML","8.01","8","8","8","8","0","8"
"2019-02-27","FML","8.01","8","8","8","8","1,389,300","8"
"2019-02-28","FML","8.01","8","8","8","8","0","8"
"2019-03-01","FML","8.01","8","8","8","8","600","8"
"2019-03-04","FML","8.01","8","8","8","8","400","8"
"2019-03-05","FML","8.01","8","8","8","8","1,000","8"
"2019-03-07","FML","8.01","8","8","8","8","0","8"
"2019-03-08","FML","8.01","8","8","8","8","0","8"
"2019-03-11","FML","8.01","8","8","8","8","14,000","8"
"2019-03-12","FML","8.01","8","8","8","8","0","8"
"2019-03-13","FML","8.01","8","8","8","8","0","8"
"2019-03-14","FML","8.01","8","8","8","8","0","8"
"2019-03-15","FML","8.01","8","8","8","8","0","8"
"2019-03-18","FML","8.01","8","8","8","8","0","8"
"2019-03-19","FML","8.01","8","8","8","8","6,600","8"
"2019-03-20","FML","8.01","8","8","8","8","0","8"
"2019-03-21","FML","8.01","8","8","8","8","0","8"
"2019-03-22","FML","8.01","8","8","8","8","0","8"
"2019-03-25","FML","8.01","8","8","8","8","100","8"
"2019-03-26","FML","8.01","8","8","8","8","1,100","8"
"2019-03-27","FML","8.01","8","8","8","8","400","8"
"2019-03-28","FML","8.01","8","8","8","8","0","8"
"2019-03-29","FML","8.01","8","8","8","8","0","8"
"2019-04-01","FML","8.01","8","8","8","8","0","8"
"2019-04-02","FML","8.01","8","8","8","8","800","8"
"2019-04-03","FML","8.01","8","8","8","8","0","8"
"2019-04-04","FML","8.01","8","8","8","8","100","8"
"2019-04-05","FML","8.01","8","8","8","8","0","8"
"2019-04-08","FML","8.01","8","8","8","8","0","8"
"2019-04-09","FML","8.01","8","8","8","8","300","8"
"2019-04-10","FML","8.01","8","8","8","8","0","8"
"2019-04-11","FML","8.01","8","8","8","8","0","8"
"2019-04-12","FML","8.01","8","8","8","8","0","8"
"2019-04-15","FML","8.01","8","8","8","8","0","8"
"2019-04-16","FML","8.01","8","8","8","8","0","8"
"2019-04-17","FML","8.01","8","8","8","8","200","8"
"2019-04-18","FML","8.01","7.8","8","8","7.8","200","7.8"
"2019-04-23","FML","8.01","7.8","7.8","7.8","7.8","500","7.8"
"2019-04-24","FML","8.01","7.8","7.8","7.8","8","2,000","8"
"2019-04-25","FML","8.01","7.8","8","8","8","0","8"
"2019-04-26","FML","8.01","7.8","8","8","8","0","8"
"2019-04-29","FML","8.01","7.8","8","8","8","0","8"
"2019-04-30","FML","8.01","7.8","8","8","8","0","8"
"2019-05-02","FML","8.01","7.8","8","8","8","0","8"
"2019-05-03","FML","8.01","7.8","8","8","8","0","8"
"2019-05-06","FML","8.01","7.8","8","8","8","0","8"
"2019-05-07","FML","8.01","7.8","8","8","8","0","8"
"2019-05-08","FML","8.01","7.8","8","8","8","0","8"
"2019-05-09","FML","8.01","7.8","8","8","8","0","8"
"2019-05-10","FML","8.01","7.8","8","8","8","4,800","8"
"2019-05-13","FML","8.01","7.8","8","8","8","0","8"
"2019-05-14","FML","8.01","7.8","8","8","8","100","8"
"2019-05-15","FML","8.01","7.8","8","8","8","0","8"
"2019-05-16","FML","8.01","7.8","8","8","8","0","8"
"2019-05-17","FML","8.01","7.8","8","8","8","0","8"
"2019-05-20","FML","8.01","7.8","8","8","8","0","8"
"2019-05-21","FML","8.01","7.8","8","8","8","0","8"
"2019-05-22","FML","8.01","7.8","8","8","8","1,200","8"
"2019-05-23","FML","8.01","7.8","8","8","8","0","8"
"2019-05-24","FML","8.01","7.8","8","8","8","200","8"
"2019-05-27","FML","8.01","7.8","8","8","8","0","8"
"2019-05-28","FML","8.01","7.8","8","8","8","0","8"
"2019-05-29","FML","8.01","7.8","8","8","8","0","8"
"2019-05-30","FML","8.01","7.8","8","8","8","0","8"
"2019-05-31","FML","8.01","7.8","8","8","8","0","8"
"2019-06-03","FML","8.01","7.5","8","8","7.5","57,000","7.5"
"2019-06-04","FML","8.01","7.5","7.5","7.5","7.5","0","7.5"
"2019-06-06","FML","8.01","7.5","7.5","7.5","7.5","100","7.5"
"2019-06-07","FML","8.01","7.5","7.5","7.5","7.5","0","7.5"
"2019-06-10","FML","8.01","7","7.5","7.5","7","500","7"
"2019-06-11","FML","8.01","7","7","7","7","0","7"
"2019-06-12","FML","8.01","7","7","7","7","0","7"
"2019-06-13","FML","8.01","7","7","7","7","0","7"
"2019-06-14","FML","8.01","7","7","7","7","0","7"
"2019-06-17","FML","8.01","7","7","7","7","0","7"
"2019-06-18","FML","8.01","7","7","7","7","0","7"
"2019-06-19","FML","8.01","6.99","7","7","6.99","200","6.99"
"2019-06-20","FML","8.01","6.99","6.99","6.99","6.99","0","6.99"
"2019-06-21","FML","8.01","6.5","6.99","6.99","6.5","300","6.5"
"2019-06-24","FML","8.01","6.47","6.5","6.5","6.47","100","6.47"
"2019-06-25","FML","8.01","5.81","6.47","6.47","5.81","2,400","5.5"
"2019-06-26","FML","8.01","5","5.81","5.81","5","12,800","5"
"2019-06-27","FML","8.01","5","5","5","5","0","5"
"2019-06-28","FML","8.01","5","5","5","5","0","5"
"2019-07-01","FML","8.01","5","5","5","5","100","5"
"2019-07-02","FML","8.01","4.92","5","5","4.92","2,300","4.9"
"2019-07-03","FML","8.01","4.92","4.92","4.92","4.93","300","4.92"
"2019-07-04","FML","8.01","4.92","4.93","4.93","4.93","0","4.92"
"2019-07-05","FML","8.01","4.92","4.93","4.93","4.93","0","4.92"
"2019-07-08","FML","8.01","4.75","4.93","4.93","4.75","295,000","4.75"
"2019-07-09","FML","8.01","4.75","4.75","4.75","4.75","0","4.75"
"2019-07-10","FML","8.01","4.75","4.75","4.75","4.75","700","4.75"
"2019-07-11","FML","8.01","4.5","4.75","4.75","4.5","574,100","4.5"
"2019-07-12","FML","8.01","4.5","4.5","4.5","4.51","3,600","4.51"
"2019-07-15","FML","8.01","4.5","4.51","4.51","4.55","5,500","4.55"
"2019-07-16","FML","8.01","4.5","4.55","4.55","4.55","2,500","4.55"
"2019-07-17","FML","8.01","4.5","4.55","4.55","4.55","2,200","4.55"
"2019-07-18","FML","8.01","4.48","4.55","4.55","4.48","","4.45"
"2019-07-19","FML","8.01","4.48","4.48","4.48","4.48","0","4.45"
"2019-07-22","FML","8.01","4.48","4.48","4.48","4.48","100","4.48"
"2019-07-23","FML","8.01","4.48","4.48","4.48","4.48","2,700","4.48"
"2019-07-24","FML","8.01","4.48","4.48","4.48","4.55","1,300","4.55"
"2019-07-25","FML","8.01","4.48","4.55","4.55","4.55","0","4.55"
"2019-07-26","FML","8.01","4.48","4.55","4.55","4.55","3,700","4.55"
"2019-07-29","FML","8.01","4.48","4.55","4.55","4.55","1,800","4.55"
"2019-07-30","FML","8.01","4.48","4.55","4.55","4.55","0","4.55"
"2019-07-31","FML","8.01","4.48","4.55","4.55","4.59","6,200","4.59"
"2019-08-01","FML","8.01","4.48","4.59","4.59","4.73","50,600","4.7"
"2019-08-02","FML","8.01","4.48","4.73","4.73","4.73","145,800","4.75"
"2019-08-06","FML","8.01","4.48","4.73","4.73","4.75","300","4.75"
"2019-08-07","FML","8.01","4.48","4.75","4.75","4.75","0","4.75"
"2019-08-08","FML","8.01","4.48","4.75","4.75","4.85","100","4.85"
"2019-08-09","FML","8.01","4.48","4.85","4.85","4.85","0","4.85"
"2019-08-13","FML","8.01","4.48","4.85","4.85","5.55","100","5.55"
"2019-08-14","FML","8.01","4.48","5.55","5.55","5.55","2,300","5.55"
"2019-08-15","FML","8.01","4.48","5.55","5.55","5.55","100","5.55"
"2019-08-16","FML","8.01","4.48","5.55","5.55","5.55","100","5.55"
"2019-08-19","FML","8.01","4.48","5.55","5.55","5.52","5,900","5.5"
"2019-08-20","FML","8.01","4.48","5.52","5.52","5.52","0","5.5"
"2019-08-21","FML","8.01","4.48","5.52","5.52","5.5","3,700","5.5"
"2019-08-22","FML","8.01","4.48","5.5","5.5","5.5","400","5.5"
"2019-08-23","FML","8.01","4.48","5.5","5.5","5.5","0","5.5"
"2019-08-26","FML","8.01","4.48","5.5","5.5","5.5","0","5.5"
"2019-08-26","FML","8.01","4.48","5.5","5.5","5.5","0","5.5"
"2019-08-27","FML","8.01","4.48","5.5","5.5","5.5","800","5.49"
"2019-08-28","FML","8.01","4.48","5.5","5.5","5.5","0","5.49"
"2019-08-29","FML","8.01","4.48","5.5","5.5","5.5","0","5.49"
"2019-08-30","FML","8.01","4.48","5.5","5.5","5.49","700","5.49"
"2019-09-02","FML","8.01","4.48","5.49","5.49","5.49","0","5.49"
"2019-09-03","FML","8.01","4.48","5.49","5.49","5.49","0","5.49"
"2019-09-04","FML","8.01","4.48","5.49","5.49","5.47","200","5.46"
"2019-09-05","FML","8.01","4.48","5.47","5.47","5.47","0","5.46"
"2019-09-06","FML","8.01","4.48","5.47","5.47","5.47","0","5.46"
"2019-09-09","FML","8.01","4.48","5.47","5.47","5.47","100","5.46"
"2019-09-10","FML","8.01","4.48","5.47","5.47","5.14","900","5.1"
"2019-09-11","FML","8.01","4.48","5.14","5.14","5.14","0","5.1"
"2019-09-12","FML","8.01","4.48","5.14","5.14","5.13","1,100","5.13"
"2019-09-13","FML","8.01","4.48","5.13","5.13","5.13","0","5.13"
"2019-09-16","FML","8.01","4.48","5.13","5.13","5.13","0","5.13"
"2019-09-17","FML","8.01","4.48","5.13","5.13","5.13","0","5.13"
"2019-09-18","FML","8.01","4.48","5.13","5.13","5.1","450,500","5.1"
"2019-09-19","FML","8.01","4.48","5.1","5.1","5.1","0","5.1"
"2019-09-20","FML","8.01","4.48","5.1","5.1","5.09","100","5.09"
"2019-09-24","FML","8.01","4.48","5.09","5.09","5.09","0","5.09"
"2019-09-25","FML","8.01","4.48","5.09","5.09","5.09","0","5.09"
"2019-09-26","FML","8.01","4.48","5.09","5.09","5.09","0","5.09"
"2019-09-27","FML","8.01","4.48","5.09","5.09","5.09","0","5.09"
"2019-09-30","FML","8.01","4.48","5.09","5.09","5.09","0","5.09"
"2019-10-01","FML","8.01","4.48","5.09","5.09","5.09","0","5.09"
"2019-10-02","FML","8.01","4.48","5.09","5.09","4.85","1,500","4.85"
"2019-10-03","FML","8.01","4.48","4.85","4.85","4.85","0","4.85"
"2019-10-04","FML","8.01","4.5","4.85","4.85","4.5","7,700","4.5"
"2019-10-07","FML","8.01","4.5","4.5","4.5","4.5","0","4.5"
"2019-10-08","FML","8.01","4.5","4.5","4.5","4.5","0","4.5"
"2019-10-09","FML","8.01","4.5","4.5","4.5","4.53","6,400","4.5"
"2019-10-10","FML","8.01","4.5","4.53","4.53","4.53","0","4.5"
"2019-10-11","FML","8.01","4.5","4.53","4.53","4.53","300","4.53"
"2019-10-14","FML","8.01","4.5","4.53","4.53","4.53","700","4.53"
"2019-10-15","FML","8.01","4.5","4.53","4.53","4.53","1,400","4.53"
"2019-10-16","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-10-17","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-10-18","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-10-21","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-10-22","FML","8.01","4.5","4.53","4.53","4.53","425,900","4.53"
"2019-10-23","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-10-24","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-10-25","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-10-28","FML","8.01","4.5","4.53","4.53","4.53","200","4.53"
"2019-10-29","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-10-30","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-10-31","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-01","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-04","FML","8.01","4.5","4.53","4.53","4.53","100","4.53"
"2019-11-05","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-06","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-07","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-08","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-11","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-12","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-13","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-14","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-15","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-18","FML","8.01","4.5","4.53","4.53","4.53","300","4.53"
"2019-11-19","FML","8.01","4.5","4.53","4.53","4.53","2,800","4.53"
"2019-11-20","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-21","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-22","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-25","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-26","FML","8.01","4.5","4.53","4.53","4.53","100","4.53"
"2019-11-27","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-28","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-11-29","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-12-02","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-12-03","FML","8.01","4.5","4.53","4.53","4.53","100","4.53"
"2019-12-04","FML","8.01","4.5","4.53","4.53","4.53","700","4.53"
"2019-12-05","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-12-09","FML","8.01","4.5","4.53","4.53","4.53","400","4.53"
"2019-12-10","FML","8.01","4.5","4.53","4.53","4.53","900","4.53"
"2019-12-11","FML","8.01","4.5","4.53","4.53","4.53","0","4.53"
"2019-12-12","FML","8.01","4.12","4.53","4.53","4.12","2,200","4.12"
"2019-12-13","FML","8.01","4.12","4.12","4.12","4.12","0","4.12"
"2019-12-16","FML","8.01","4.12","4.12","4.12","4.12","1,300","4.12"
"2019-12-17","FML","8.01","4.12","4.12","4.12","4.12","400","4.12"
"2019-12-18","FML","8.01","4.12","4.12","4.12","4.12","4,700","4.12"
"2019-12-19","FML","8.01","4.12","4.12","4.12","4.12","100","4.12"
"2019-12-20","FML","8.01","4.12","4.12","4.12","4.12","0","4.12"
"2019-12-23","FML","8.01","4.12","4.12","4.12","4.12","100","4.12"
"2019-12-24","FML","8.01","4.12","4.12","4.12","4.12","200","4.12"
"2019-12-27","FML","8.01","4.12","4.12","4.12","4.12","0","4.12"
"2019-12-30","FML","8.01","4.12","4.12","4.12","4.12","0","4.12"
"2019-12-31","FML","8.01","4.12","4.12","4.12","4.12","2,400","4.12"
"2020-01-02","FML","4.12","4.12","4.12","4.12","4.12","100","4.12"
"2020-01-03","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-06","FML","4.12","4.12","4.12","4.12","4.12","400","4.12"
"2020-01-08","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-09","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-10","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-13","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-14","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-15","FML","4.12","4.12","4.12","4.12","4.12","200","4.12"
"2020-01-16","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-17","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-20","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-21","FML","4.12","4.12","4.12","4.12","4.12","6,100","4.1"
"2020-01-22","FML","4.12","4.12","4.12","4.12","4.12","400","4.12"
"2020-01-23","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-24","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-27","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-28","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-29","FML","4.12","4.12","4.12","4.12","4.12","0","4.12"
"2020-01-30","FML","4.12","4.11","4.12","4.12","4.11","500","4.12"
"2020-01-31","FML","4.12","4.11","4.11","4.11","4.11","0","4.12"
