"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Total Shares Traded","Last Transaction Price (GHS)"
"2019-12-09","SCB","21.44","13","14","14","16","50","16"
"2019-12-10","SCB","21.44","13","16","16","18.4","140","18.4"
"2019-12-11","SCB","21.44","13","18.4","18.4","18.61","2,190","18.4"
"2019-12-12","SCB","21.44","13","18.61","18.61","19.05","1,180","19"
"2019-12-13","SCB","21.44","13","19.05","19.05","19","770","19"
"2019-12-16","SCB","21.44","13","19","19","19","0","19"
"2019-12-17","SCB","21.44","13","19","19","19.19","120","19"
"2019-12-18","SCB","21.44","13","19.19","19.19","19.19","420","19.19"
"2019-12-19","SCB","21.44","13","19.19","19.19","19.19","50","19.19"
"2019-12-20","SCB","21.44","13","19.19","19.19","19.09","140","19"
"2019-12-23","SCB","21.44","13","19.09","19.09","19.09","0","19"
"2019-12-24","SCB","21.44","13","19.09","19.09","19.09","0","19"
"2019-12-27","SCB","21.44","13","19.09","19.09","19.09","0","19"
"2019-12-30","SCB","21.44","13","19.09","19.09","18.4","10","18.4"
"2019-12-31","SCB","21.44","13","18.4","18.4","18.4","220","18.4"
"2020-01-02","SCB","18.4","18.4","18.4","18.4","18.4","10","18.4"
"2020-01-03","SCB","18.4","18.4","18.4","18.4","18.4","280","18.4"
"2020-01-06","SCB","18.4","18.4","18.4","18.4","18.4","0","18.4"
"2020-01-08","SCB","18.4","18.4","18.4","18.4","18.4","40","18.4"
"2020-01-09","SCB","18.4","18.4","18.4","18.4","18.4","50","18.4"
"2020-01-10","SCB","18.4","18.4","18.4","18.4","18.4","550","18.4"
"2020-01-13","SCB","18.4","18.4","18.4","18.4","18.4","0","18.4"
"2020-01-14","SCB","18.4","18.4","18.4","18.4","18.4","0","18.4"
"2020-01-15","SCB","18.4","18.4","18.4","18.4","18.4","101,150","18.4"
"2020-01-16","SCB","18.4","18.4","18.4","18.4","18.4","100","18.4"
"2020-01-17","SCB","18.4","18","18.4","18.4","18","600","18"
"2020-01-20","SCB","18.4","18","18","18","18","0","18"
"2020-01-21","SCB","18.4","18","18","18","18","860","18"
"2020-01-22","SCB","18.4","18","18","18","18","310","18"
"2020-01-23","SCB","19","18","18","18","19","113,670","18"
"2020-01-24","SCB","19","18","19","19","18.62","130","18"
"2020-01-27","SCB","19","18","18.62","18.62","18.62","0","18"
"2020-01-28","SCB","19","18","18.62","18.62","18","430","18"
"2020-01-29","SCB","19","18","18","18","18.4","10","18.4"
"2020-01-30","SCB","19","18","18.4","18.4","18.22","90","19"
"2020-01-31","SCB","19","18","18.22","18.22","18","590","18"
