"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Total Shares Traded","Last Transaction Price (GHS)"
"2019-12-31","MTNGH","0.8","0.67","0.7","0.7","0.7","16,275,200","0.7"
"2020-01-02","MTNGH","0.7","0.7","0.7","0.7","0.7","3,700","0.7"
"2020-01-03","MTNGH","0.7","0.7","0.7","0.7","0.7","217,600","0.7"
"2020-01-06","MTNGH","0.7","0.7","0.7","0.7","0.7","16,500","0.7"
"2020-01-08","MTNGH","0.7","0.7","0.7","0.7","0.7","103,200","0.7"
"2020-01-09","MTNGH","0.7","0.7","0.7","0.7","0.7","217,200","0.7"
"2020-01-10","MTNGH","0.7","0.7","0.7","0.7","0.7","700,000","0.7"
"2020-01-13","MTNGH","0.7","0.7","0.7","0.7","0.7","2,250,100","0.7"
"2020-01-14","MTNGH","0.7","0.7","0.7","0.7","0.7","4,031,500","0.7"
"2020-01-15","MTNGH","0.7","0.69","0.7","0.7","0.69","85,000","0.69"
"2020-01-16","MTNGH","0.7","0.69","0.69","0.69","0.7","100","0.7"
"2020-01-17","MTNGH","0.7","0.69","0.7","0.7","0.69","1,712,900","0.69"
"2020-01-20","MTNGH","0.7","0.69","0.69","0.69","0.7","9,500","0.7"
"2020-01-21","MTNGH","0.7","0.68","0.7","0.7","0.68","100,300","0.68"
"2020-01-22","MTNGH","0.7","0.68","0.68","0.68","0.68","40,517,700","0.69"
"2020-01-23","MTNGH","0.7","0.68","0.68","0.68","0.7","15,800","0.7"
"2020-01-24","MTNGH","0.7","0.68","0.7","0.7","0.68","3,600","0.69"
"2020-01-27","MTNGH","0.7","0.67","0.68","0.68","0.67","231,900","0.67"
"2020-01-28","MTNGH","0.7","0.67","0.67","0.67","0.69","3,500","0.69"
"2020-01-29","MTNGH","0.7","0.67","0.69","0.69","0.68","3,014,300","0.69"
"2020-01-30","MTNGH","0.7","0.67","0.68","0.68","0.68","30,000","0.69"
"2020-01-31","MTNGH","0.7","0.67","0.68","0.68","0.68","24,500","0.69"
